AIRPORT_SEQ_ID;ID;AIRPORT;DISPLAY_AIRPORT_NAME;AIRPORT_COUNTRY_CODE_ISO;AIRPORT_STATE_NAME;LATITUDE;LONGITUDE;AIRPORT_IS_CLOSED
1000101;10001;01A;Afognak Lake Airport;US;Alaska;58.10944444;-152.9066667;0
1000301;10003;03A;Bear Creek Mining Strip;US;Alaska;65.54805556;-161.0716667;0
1000401;10004;04A;Lik Mining Camp;US;Alaska;68.08333333;-163.1666667;0
1000501;10005;05A;Little Squaw Airport;US;Alaska;67.57;-148.1838889;0
1000601;10006;06A;Kizhuyak Bay;US;Alaska;57.74527778;-152.8827778;0
1000701;10007;07A;Klawock Seaplane Base;US;Alaska;55.55472222;-133.1016667;0
1000801;10008;08A;Elizabeth Island Airport;US;Alaska;59.15694444;-151.8291667;0
1000901;10009;09A;Augustin Island;US;Alaska;59.36277778;-153.4305556;0
1001002;10010;1B1;Columbia County;US;New York;42.29138889;-73.71027778;0
1001104;10011;1G4;Grand Canyon West;US;Arizona;35.98611111;-113.8169444;0
1001201;10012;1N7;Blairstown Airport;US;New Jersey;40.97111111;-74.9975;0
1001301;10013;8F3;Crosbyton Municipal;US;Texas;33.62388889;-101.2408333;0
1001402;10014;A01;Blair Lake;US;Alaska;64.36361111;-147.3638889;0
1001501;10015;A02;Deadmans Bay Airport;US;Alaska;57.06666667;-153.9377778;0
1001601;10016;A03;Hallo Bay Airport;US;Alaska;58.4575;-154.0233333;0
1001701;10017;A04;Red Lake Airport;US;Alaska;57.27722222;-154.3422222;0
1001801;10018;A05;Shell Lake Airport;US;Alaska;61.96388889;-151.5558333;0
1001901;10019;A06;Navigator Airstrip;US;Alaska;65.65555556;-165.3563889;0
1002002;10020;A07;Roland Norton Memorial;US;Alaska;66.76611111;-160.1527778;0
1002101;10021;A08;Pillar Bay Airport;US;Alaska;56.59805556;-134.2427778;0
1002205;10022;A09;Johnstone Point Airport;US;Alaska;60.48166667;-146.5841667;0
1002302;10023;KTH;Tikchik Lodge Airport;US;Alaska;59.95555556;-158.4805556;0
1002401;10024;A11;Bell Creek Airport;US;Alaska;60.78388889;-159.5402778;0
1002501;10025;A12;Cinnabar Airport;US;Alaska;60.78527778;-158.8644444;0
1002601;10026;A13;Mountaintop Mine Airport;US;Alaska;61.39027778;-157.9955556;0
1002701;10027;A14;Whitebear Airport;US;Alaska;61.18888889;-159.8583333;0
1002802;10028;A15;Puviaq Airport;US;Alaska;70.71555556;-154.4069444;1
1002901;10029;A16;Arley Lake Airport;US;Alaska;70.74694444;-155.3608333;0
1003001;10030;A17;Port Vita Airport;US;Alaska;58.06555556;-153.0725;0
1003104;10031;A18;Kantishna Airport;US;Alaska;63.54111111;-150.995;0
1003301;10033;A20;Alpine Airstrip;US;Alaska;70.34416667;-150.9447222;0
1003401;10034;A21;Serpentine Airport;US;Alaska;65.85138889;-164.7027778;0
1003501;10035;A22;Driftwood Bay Airport;US;Alaska;53.97277778;-166.8569444;0
1003601;10036;A23;Bradley Lake Airport;US;Alaska;59.77611111;-151.9636111;0
1003701;10037;A24;Chilkat Lake Airport;US;Alaska;59.33166667;-135.8966667;0
1003801;10038;A25;Nugget Creek Airport;US;Alaska;59.28833333;-136.1738889;0
1003901;10039;A26;Ivotuk Airstrip;US;Alaska;68.48333333;-155.7333333;0
1004001;10040;A27;Pogo Mines Airport;US;Alaska;64.44;-144.9363889;0
1004101;10041;A28;Ayakulik River Airport;US;Alaska;57.25388889;-154.4222222;0
1004201;10042;A29;Kiluda Bay Airport;US;Alaska;57.32305556;-153.1494444;0
1004301;10043;A30;Terror Lake Airport;US;Alaska;57.96388889;-153.0583333;0
1004401;10044;A31;Selief Bay Airport;US;Alaska;58.98277778;-153.1833333;0
1004701;10047;A34;Laura Lake Airport;US;Alaska;58.36194444;-152.3122222;0
1004901;10049;A36;Deep Bay Airport;US;Alaska;55.56027778;-131.6555556;0
1005002;10050;A37;Kako Airport;US;Alaska;61.89888889;-161.4397222;0
1005101;10051;A38;Molly Creek Airport;US;Alaska;64.09722222;-143.2666667;0
1005201;10052;A39;Ptarmigan Lake Airport;US;Alaska;61.86611111;-141.1597222;0
1005301;10053;A40;Cape Simpson Airport;US;Alaska;71.05694444;-154.7283333;0
1005402;10054;A41;Kogru River Airport;US;Alaska;70.57472222;-152.2588889;1
1005501;10055;A42;Teshepkuk Lake Airport;US;Alaska;70.35833333;-153.1966667;0
1005601;10056;A43;Trident Basin Seaplane Base;US;Alaska;57.78083333;-152.3911111;0
1005801;10058;A45;Lake Florence Airport;US;Alaska;57.81666667;-134.5833333;0
1005901;10059;A46;Lake Hasselborg Airport;US;Alaska;57.7;-134.2666667;0
1006001;10060;A47;Distin Lake Airport;US;Alaska;57.61666667;-134.3666667;0
1006101;10061;A48;Port Hobron Airport;US;Alaska;57.15;-153.15;0
1006201;10062;A49;Mooseville Airstrip Airport;US;Alaska;70.28444444;-152.2119444;0
1006301;10063;A50;Big Bay Airport;US;Alaska;58.5625;-152.5961111;0
1006401;10064;A51;Wien Lake Airport;US;Alaska;64.35277778;-151.275;0
1006501;10065;A52;Silver Salmon Creek Airport;US;Alaska;59.96388889;-152.6822222;0
1006601;10066;A53;Blear Lake Airport;US;Alaska;64.33333333;-147.5;0
1006701;10067;A54;Cannery Bay Airport;US;Alaska;53.68333333;-166.75;0
1006901;10069;A56;Johnsons Landing;US;Alaska;56.03666667;-160.2661111;0
1007002;10070;A57;International Seafoods Airport;US;Alaska;58.26666667;-157.5333333;0
1007101;10071;A58;Cosna River Airport;US;Alaska;64.5;-151.6666667;0
1007201;10072;A59;Ivatuk Airport;US;Alaska;68.48777778;-155.7575;0
1007402;10074;A61;Cape Sarichef Airport;US;Alaska;54.5825;-164.9144444;0
1007501;10075;A62;Taylor Mountain;US;Alaska;60.86777778;-157.3919444;0
1007605;10076;A63;Coal Creek;US;Alaska;65.31166667;-143.1341667;0
1007801;10078;A65;Karluk Portage Airport;US;Alaska;57.53833333;-154.1644444;0
1007905;10079;A66;Hope Airport;US;Alaska;60.90722222;-149.6227778;0
1008001;10080;A67;Viekoda Bay Airport;US;Alaska;57.84944444;-153.1152778;0
1008201;10082;A69;Cathedral Strip;US;Alaska;55.74;-162.1252778;0
1008301;10083;A70;Village Islands Airport;US;Alaska;57.77416667;-153.5447222;0
1008401;10084;A71;Bear Cove Farm;US;Alaska;59.73833333;-151.03;0
1008501;10085;A72;Chinitna Bay Airport;US;Alaska;59.83333333;-152.5847222;0
1008601;10086;A73;McKinley National Park;US;Alaska;63.7325;-148.9105556;0
1008701;10087;A74;Dog Fish Bay;US;Alaska;59.24111111;-151.8772222;0
1008801;10088;A75;Malina Bay Airport;US;Alaska;58.17194444;-152.8941667;0
1008901;10089;A76;Red Fox Bay Airport;US;Alaska;58.46444444;-152.5930556;0
1009001;10090;A77;Shearwater Airport;US;Alaska;57.34333333;-152.8972222;0
1009101;10091;A78;Lake;US;Alaska;71.03;-154.4436111;0
1009201;10092;A79;Cape Simpson No. 1;US;Alaska;71.50166667;-154.0338889;0
1009301;10093;A80;Cape Simpson No. 7;US;Alaska;70.57388889;-155.3213889;0
1009401;10094;A81;Cape Simpson #1;US;Alaska;70.66277778;-154.8366667;0
1009501;10095;A82;Nikiski Private Airstrip;US;Alaska;60.69027778;-151.2888889;0
1009601;10096;A83;Petrof Point Airport;US;Alaska;59.37638889;-150.765;0
1009701;10097;A84;Denali West Lodge Private;US;Alaska;63.75555556;-147.93;0
1009801;10098;A85;Big River Airport;US;Alaska;61.85944444;-154.2766667;0
1010001;10100;A87;Carry Inlet Airport;US;Alaska;58.58305556;-152.4458333;0
1010201;10102;A89;Montague Island Airport;US;Alaska;59.925;-147.5166667;0
1010301;10103;A90;Shannon Pond Airport;US;Alaska;59.03916667;-158.4638889;0
1010401;10104;A91;Omalik Lagoon Airport;US;Alaska;69.15555556;-163.4972222;0
1010501;10105;A92;Omolik Lagoon Airport;US;Alaska;69.14805556;-163.5102778;0
1010601;10106;A93;Bradley Lake Project Airport;US;Alaska;59.79166667;-151.2666667;0
1010701;10107;A94;Ice Strip;US;Alaska;70.57416667;-155.3180556;0
1010801;10108;A95;Ice Strip;US;Alaska;70.31194444;-153.2491667;0
1010901;10109;A96;Ice Strip;US;Alaska;70.98083333;-157.095;0
1011001;10110;A97;Akulik Air Strip;US;Alaska;68.98555556;-163.4797222;0
1011101;10111;A98;Deadfall Air Strip;US;Alaska;69.17083333;-163.2563889;0
1011201;10112;A99;Eagle Creek Airport;US;Alaska;68.67666667;-162.6469444;0
1011301;10113;AA1;Ice Kong;US;Alaska;59.95277778;-162.6169444;0
1011601;10116;AA4;Glacier Split;US;Alaska;59.63333333;-151.2083333;0
1011701;10117;AA5;Selby Lake Airport;US;Alaska;66.95583333;-155.615;0
1011802;10118;AAA;Anaa Airport;PF;;-17.3525;-145.51;0
1011901;10119;AAB;Arrabury Station;AU;;-26.7;141.0416667;0
1012002;10120;AAC;El Arish International;EG;;31.07333333;33.83583333;0
1012103;10121;AAE;Rabah Bitat;DZ;;36.82944444;7.81388889;0
1012204;10122;AAF;Apalachicola Regional Cleve Randolph Field;US;Florida;29.7275;-85.0275;0
1012306;10123;AAH;Aachen Merzbrueck;DE;;50.82305556;6.1875;0
1012405;10124;AAI;Arraias Airport;BR;;-13.02583333;-46.88361111;0
1012503;10125;AAL;Aalborg Airport;DK;;57.09416667;9.85583333;0
1012602;10126;AAM;Malamala;ZA;;-24.81694444;31.54416667;0
1012703;10127;AAN;Al Ain International;AE;;24.26166667;55.60916667;0
1012805;10128;AAO;Anaco Airport;VE;;9.43;-64.47083333;0
1012904;10129;AAQ;Vityazevo;RU;;45.00222222;37.34722222;0
1013003;10130;AAR;Aarhus Airport;DK;;56.3;10.61888889;0
1013101;10131;AAU;Asau W Sam;WS;;-13.51666667;-172.65;0
1013203;10132;AAX;Romeu Zema;BR;;-19.56333333;-46.96027778;0
1013403;10134;ABD;Abadan Airport;IR;;30.36527778;48.23305556;0
1013506;10135;ABE;Lehigh Valley International;US;Pennsylvania;40.6525;-75.44027778;0
1013603;10136;ABI;Abilene Regional;US;Texas;32.41138889;-99.68194444;0
1013706;10137;ABJ;Felix Houphouet Boigny Abidjan International;CI;;5.26138889;-3.92583333;0
1013805;10138;ABK;Kebri Dahar;ET;;6.73277778;44.24138889;0
1013901;10139;ABL;Ambler River;US;Alaska;67.0875;-157.8458333;0
1014005;10140;ABQ;Albuquerque International Sunport;US;New Mexico;35.03888889;-106.6083333;0
1014106;10141;ABR;Aberdeen Regional;US;South Dakota;45.44666667;-98.4225;0
1014205;10142;ABS;Abu Simbel Airport;EG;;22.37583333;31.61166667;0
1014306;10143;ABT;King Saud Bin Abdulaziz;SA;;20.29833333;41.63583333;0
1014405;10144;ABV;Nnamdi Azikiwe International;NG;;9.00666667;7.26305556;0
1014502;10145;ABX;Albury Airport;AU;;-36.06777778;146.9580556;0
1014602;10146;ABY;Southwest Georgia Regional;US;Georgia;31.53555556;-84.19444444;0
1014706;10147;ABZ;Aberdeen Dyce;GB;;57.20361111;-2.19916667;0
1014802;10148;ACA;General Juan N Alvarez International;MX;;16.75694444;-99.75388889;0
1014902;10149;ACB;Antrim County;US;Michigan;44.98861111;-85.19833333;0
1015002;10150;ACC;Accra Kotoka International;GH;;5.60444444;-0.1675;0
1015102;10151;ACE;Lanzarote;ES;;28.94555556;-13.60527778;0
1015202;10152;ACH;St Gallen Altenrhein;CH;;47.485;9.56;0
1015307;10153;ACI;Alderney Airport;GB;;49.70694444;-2.21472222;0
1015405;10154;ACK;Nantucket Memorial;US;Massachusetts;41.25305556;-70.06;0
1015502;10155;ACT;Waco Regional;US;Texas;31.61222222;-97.23027778;0
1015601;10156;ACU;Achutupo Airport;PA;;8.43333333;-77.96666667;0
1015706;10157;ACV;California Redwood Coast Humboldt County;US;California;40.97777778;-124.1083333;0
1015804;10158;ACY;Atlantic City International;US;New Jersey;39.4575;-74.57722222;0
1015902;10159;ADA;Adana International;TR;;36.98222222;35.28027778;0
1016002;10160;ADB;Adnan Menderes;TR;;38.29222222;27.15583333;0
1016103;10161;ADC;Andakombe Airport;PG;;-7.13722222;145.745;0
1016202;10162;ADD;Bole International;ET;;8.97805556;38.79944444;0
1016303;10163;ADE;Aden International;YE;;12.82944444;45.02888889;0
1016403;10164;ADJ;Marka International;JO;;31.97277778;35.99166667;0
1016506;10165;ADK;Adak;US;Alaska;51.88361111;-176.6425;0
1016602;10166;ADL;Adelaide International;AU;;-34.945;138.5305556;0
1016705;10167;ADM;Ardmore Municipal;US;Oklahoma;34.30388889;-97.02055556;0
1016805;10168;ADN;Andes Airport;CO;;5.69777778;-75.88027778;0
1016901;10169;ADO;Andamooka Airport;AU;;-30.43777778;137.1372222;1
1017004;10170;ADQ;Kodiak Airport;US;Alaska;57.74972222;-152.4938889;0
1017102;10171;ADS;Addison;US;Texas;32.96861111;-96.83638889;0
1017205;10172;ADW;Joint Base Andrews;US;Maryland;38.81083333;-76.86694444;0
1017305;10173;ADX;RAF Leuchars;GB;;56.37416667;-2.86861111;0
1017403;10174;ADZ;Gustavo Rojas Pinilla;CO;;12.58361111;-81.71138889;0
1017501;10175;DHF;Al Dhafra Air Base;AE;;24.24833333;54.54777778;0
1017601;10176;AED;Aleneva Airport;US;Alaska;58.03333333;-152.9;0
1017701;10177;AEG;Aek Godang;ID;;1.4;99.43055556;0
1017803;10178;AEH;Abeche Airport;TD;;13.8475;20.84333333;0
1018002;10180;AEO;Aioun El Atrouss Airport;MR;;16.71138889;-9.63777778;0
1018102;10181;AEP;Aeroparque Jorge Newbery;AR;;-34.55916667;-58.41583333;0
1018202;10182;AER;Adler/Sochi Airport;RU;;43.45;39.93333333;0
1018303;10183;AES;Vigra;NO;;62.56027778;6.11027778;0
1018402;10184;AET;Allakaket Airport;US;Alaska;66.55194444;-152.6222222;0
1018502;10185;AEX;Alexandria International;US;Louisiana;31.3275;-92.54861111;0
1018605;10186;AEY;Akureyri Airport;IS;;65.65666667;-18.07194444;0
1018806;10188;AFA;San Rafael Airport;AR;;-34.58777778;-68.40361111;0
1018905;10189;AFF;USAF Academy Airfield;US;Colorado;38.97416667;-104.8177778;0
1019006;10190;AFK;Nebraska City Municipal;US;Nebraska;40.60666667;-95.86666667;0
1019102;10191;AFO;Afton Municipal;US;Wyoming;42.70888889;-110.9422222;0
1019205;10192;AFP;Anson County Jeff Cloud Field;US;North Carolina;35.02055556;-80.07722222;0
1019407;10194;AFW;Fort Worth Alliance;US;Texas;32.99027778;-97.31944444;0
1019502;10195;AFY;Afyon Airport;TR;;38.72638889;30.60111111;0
1019602;10196;AGA;Inezgane;MA;;30.38138889;-9.54611111;0
1019703;10197;AGB;Augsburg Airport;DE;;48.42527778;10.93194444;0
1019806;10198;AGC;Allegheny County;US;Pennsylvania;40.35444444;-79.92916667;0
1019907;10199;AGF;Agen La Garenne;FR;;44.17388889;0.59305556;0
1020001;10200;AGG;Angoram Airport;PG;;-4.06583333;144.0738889;0
1020106;10201;AGH;Angelholm;SE;;56.29111111;12.855;0
1020201;10202;AGK;Kagua Airport;PG;;-6.40333333;143.8466667;0
1020302;10203;AGL;Wanigela Airport;PG;;-9.3375;149.1555556;0
1020401;10204;AGN;Angoon Seaplane Base;US;Alaska;57.50388889;-134.5833333;0
1020508;10205;AGP;Malaga Airport;ES;;36.67972222;-4.49583333;0
1020602;10206;AGQ;Agrinion Airport;GR;;38.60194444;21.35111111;0
1020702;10207;AGR;Agra Airport;IN;;27.15777778;77.96083333;0
1020803;10208;AGS;Augusta Regional at Bush Field;US;Georgia;33.37;-81.96444444;0
1020901;10209;AGT;Guarani International;PY;;-25.45555556;-54.84361111;0
1021003;10210;AGU;Jesus Teran International;MX;;21.70555556;-102.3177778;0
1021102;10211;AGV;Oswaldo Guevara Mujica;VE;;9.55333333;-69.2375;0
1021201;10212;AGX;Agatti Island Airport;IN;;10.83333333;72.2;0
1021301;10213;AHA;Naha AB;JP;;26.19194444;127.6477778;1
1021405;10214;AHB;Abha Airport;SA;;18.24027778;42.65638889;0
1021502;10215;AHD;Ardmore Downtown Executive;US;Oklahoma;34.14694444;-97.12277778;0
1021605;10216;AHN;Athens/Ben Epps;US;Georgia;33.94861111;-83.32583333;0
1021706;10217;AHO;Alghero;IT;;40.63222222;8.29083333;0
1021805;10218;AHS;Auas;HN;;15.47277778;-84.35305556;0
1021901;10219;AHT;Amchitka;US;Alaska;51.37861111;179.2586111;0
1022002;10220;AHU;Cherif El Idrissi International;MA;;35.17722222;-3.83944444;0
1022105;10221;AIA;Alliance Municipal;US;Nebraska;42.05333333;-102.8036111;0
1022201;10222;AIB;Anita Bay Airport;US;Alaska;56.19;-132.4458333;0
1022302;10223;AID;Anderson Municipal-Darlington Field;US;Indiana;40.10861111;-85.61305556;0
1022403;10224;AIK;Aiken Regional;US;South Carolina;33.64944444;-81.685;0
1022502;10225;AIN;Wainwright Airport;US;Alaska;70.63805556;-159.9947222;0
1022607;10226;AIT;Aitutaki Airport;CK;;-18.83694444;-159.7611111;0
1022702;10227;AIY;Bader Field;US;New Jersey;39.36;-74.45722222;1
1022802;10228;AIZ;Lee C Fine Memorial;US;Missouri;38.09611111;-92.54944444;0
1022906;10229;AJA;Ajaccio Napoleon Bonaparte;FR;;41.92388889;8.8025;0
1023002;10230;AJF;Al Jouf;SA;;29.785;40.1;0
1023102;10231;AJJ;Akjoujt Airport;MR;;19.72805556;-14.38527778;0
1023201;10232;AJL;Lengpui;IN;;23.84055556;92.61972222;0
1023305;10233;AJN;Ouani;KM;;-12.13111111;44.43055556;0
1023403;10234;AJR;Arvidsjaur Airport;SE;;65.59166667;19.2775;0
1023502;10235;AJU;Santa Maria International;BR;;-10.98388889;-37.07027778;0
1023607;10236;AJY;Mano Dayak;NE;;16.96083333;8.00916667;0
1023702;10237;AKB;Atka Airport;US;Alaska;52.22055556;-174.2061111;0
1023801;10238;AKC;Akron Fulton International;US;Ohio;41.0375;-81.46694444;0
1023903;10239;AKF;Kufra;LY;;24.17888889;23.31388889;0
1024102;10241;AKI;Akiak Airport;US;Alaska;60.90277778;-161.2305556;0
1024203;10242;AKJ;Asahikawa Airport;JP;;43.67083333;142.4475;0
1024302;10243;AKK;Akhiok Airport;US;Alaska;56.93861111;-154.1825;0
1024403;10244;AKL;Auckland International;NZ;;-37.01194444;174.7863889;0
1024502;10245;AKN;King Salmon Airport;US;Alaska;58.67638889;-156.6486111;0
1024602;10246;AKO;Colorado Plains Regional;US;Colorado;40.17555556;-103.2219444;0
1024702;10247;AKP;Anaktuvuk Pass Airport;US;Alaska;68.13361111;-151.7433333;0
1024802;10248;AKR;Akure Airport;NG;;7.24666667;5.30111111;0
1024904;10249;AKS;Auki Airport;SB;;-8.7025;160.6816667;0
1025002;10250;AKT;Akrotiri Airport;CY;;34.59027778;32.98777778;0
1025102;10251;AKX;Aktyubinsk Airport;KZ;;50.25;57.21666667;0
1025204;10252;AKY;Sittwe Airport;MM;;20.13333333;92.87055556;0
1025301;10253;AL1;Albertville Regional-Thomas J Brumlik Field;US;Alabama;34.22916667;-86.25583333;0
1025402;10254;AL2;Shelby County;US;Alabama;33.17777778;-86.78333333;0
1025506;10255;AL3;Huntsville Executive Tom Sharp Jr;US;Alabama;34.85944444;-86.5575;0
1025603;10256;ALA;Almaty Airport;KZ;;43.35555556;77.04388889;0
1025702;10257;ALB;Albany International;US;New York;42.74916667;-73.80194444;0
1025806;10258;ALC;Alicante Elche;ES;;38.28222222;-0.55805556;0
1025902;10259;ALE;Alpine Casparis Municipal;US;Texas;30.38416667;-103.6836111;0
1026005;10260;ALF;Alta Airport;NO;;69.9775;23.36472222;0
1026106;10261;ALG;Houari Boumediene;DZ;;36.6925;3.215;0
1026202;10262;ALH;Albany Airport;AU;;-34.94333333;117.8088889;0
1026302;10263;ALI;Alice International;US;Texas;27.74083333;-98.02694444;0
1026402;10264;ALJ;Alexander Bay Airport;ZA;;-28.575;16.53333333;0
1026501;10265;ALK;Asela Airport;ET;;7.58333333;39.06666667;0
1026606;10266;ALM;Alamogordo White Sands Regional;US;New Mexico;32.83944444;-105.9911111;0
1026702;10267;ALN;St. Louis Regional;US;Illinois;38.89;-90.04611111;0
1026802;10268;ALO;Waterloo Regional;US;Iowa;42.55694444;-92.40027778;0
1026902;10269;ALP;Aleppo International;SY;;36.18055556;37.22444444;0
1027001;10270;ALQ;Alegrete Airport;BR;;-29.79972222;-55.76333333;1
1027102;10271;ALR;Alexandra Airport;NZ;;-45.21138889;169.3716667;0
1027205;10272;ALS;San Luis Valley Regional/Bergman Field;US;Colorado;37.435;-105.8677778;0
1027301;10273;ALT;Alenquer Airport;BR;;-1.94055556;-54.74027778;0
1027401;10274;ALU;Alula Airport;SO;;11.98333333;50.78333333;0
1027506;10275;ALW;Walla Walla Regional;US;Washington;46.0925;-118.2841667;0
1027602;10276;ALX;Thomas C. Russell Field;US;Alabama;32.91472222;-85.96305556;0
1027702;10277;ALY;Alexandria International;EG;;31.18361111;29.94861111;0
1027801;10278;ALZ;Alitak Seaplane Base;US;Alaska;56.89583333;-154.2458333;0
1027903;10279;AMA;Rick Husband Amarillo International;US;Texas;35.21944444;-101.7058333;0
1028003;10280;AMD;Ahmedabad International;IN;;23.07722222;72.63444444;0
1028102;10281;AMF;Ama Airport;PG;;-4.10055556;141.6697222;0
1028201;10282;AMG;Amboin Airport;PG;;-4.6;143.5;0
1028302;10283;AMH;Arba Minch Airport;ET;;6.03944444;37.59083333;0
1028404;10284;AMI;Selaparang;ID;;-8.56055556;116.0947222;0
1028502;10285;AMK;Animas Air Park;US;Colorado;37.20305556;-107.8691667;0
1028602;10286;AML;Puerto Armuelles Airport;PA;;8.2675;-82.86472222;0
1028703;10287;AMM;Queen Alia International;JO;;31.72333333;35.99416667;0
1028802;10288;AMN;Gratiot Community;US;Michigan;43.32222222;-84.68805556;0
1028902;10289;AMO;Mao Airport;TD;;14.14638889;15.31527778;0
1029002;10290;AMP;Ampanihy Airport;MG;;-24.69944444;44.73277778;0
1029101;10291;AMQ;Pattimura;ID;;-3.71027778;128.0897222;0
1029202;10292;AMS;Schiphol;NL;;52.30861111;4.76388889;0
1029402;10294;AMW;Ames Municipal;US;Iowa;41.99194444;-93.62194444;0
1029501;10295;AMX;Ammaroo Station;AU;;-21.74;135.24;0
1029602;10296;AMY;Ambatomainty Airport;MG;;-17.68611111;45.625;0
1029701;10297;ANA;Anaheim-Disneyland HP;US;California;33.81666667;-117.9333333;0
1029805;10298;ANB;Anniston Regional;US;Alabama;33.58805556;-85.85805556;0
1029906;10299;ANC;Ted Stevens Anchorage International;US;Alaska;61.17416667;-149.9980556;0
1030002;10300;AND;Anderson Regional;US;South Carolina;34.49444444;-82.70944444;0
1030103;10301;ANE;Angers Marce;FR;;47.56;-0.31277778;0
1030205;10302;ANF;Andres Sabella International;CL;;-23.44444444;-70.445;0
1030306;10303;ANG;Angouleme Brie Champniers;FR;;45.72944444;0.21833333;0
1030401;10304;ANI;Aniak Airport;US;Alaska;61.58166667;-159.5430556;0
1030505;10305;ANK;Etimesgut;TR;;39.95194444;32.68611111;0
1030602;10306;ANM;Antsirabato;MG;;-14.99944444;50.32027778;0
1030705;10307;ANN;Annette Island;US;Alaska;55.04222222;-131.5708333;0
1030805;10308;ANO;Angoche Airport;MZ;;-16.1825;39.94527778;0
1030902;10309;ANP;Lee;US;Maryland;38.94277778;-76.56833333;0
1031003;10310;ANR;Deurne;BE;;51.19;4.46305556;0
1031104;10311;ANS;Andahuaylas Airport;PE;;-13.70888889;-73.35138889;0
1031206;10312;ANU;V C Bird International;AG;;17.13611111;-61.79388889;0
1031302;10313;ANV;Anvik Airport;US;Alaska;62.64722222;-160.19;0
1031402;10314;ANX;Andoya;NO;;69.2925;16.14416667;0
1031702;10317;AOH;Lima Allen County;US;Ohio;40.70833333;-84.02694444;0
1031805;10318;AOI;Ancona Falconara;IT;;43.61638889;13.36222222;0
1031902;10319;AOJ;Aomori Airport;JP;;40.73333333;140.6886111;0
1032005;10320;AOK;Karpathos Airport;GR;;35.42111111;27.14583333;0
1032102;10321;AOL;Paso de Los Libres Airport;AR;;-29.68944444;-57.15194444;0
1032202;10322;AOO;Altoona-Blair County;US;Pennsylvania;40.29638889;-78.32;0
1032302;10323;AOR;Sultan Abdul Halim;MY;;6.18972222;100.3983333;0
1032401;10324;AOS;Amook Bay Airport;US;Alaska;57.45472222;-153.8130556;0
1032505;10325;APA;Centennial;US;Colorado;39.57;-104.8491667;0
1032607;10326;APB;Apolo Airport;BO;;-14.73888889;-68.41138889;0
1032704;10327;APC;Napa County;US;California;38.21305556;-122.2805556;0
1032801;10328;APE;San Juan Aposento Airport;PE;;-15.35;-75.16666667;0
1032905;10329;APF;Naples Municipal;US;Florida;26.1525;-81.77555556;0
1033003;10330;APG;Phillips AAF;US;Maryland;39.46555556;-76.16833333;0
1033102;10331;APK;Apataki Airport;PF;;-15.57527778;-146.4130556;0
1033202;10332;APL;Nampula Airport;MZ;;-15.10555556;39.28166667;0
1033302;10333;APN;Alpena County Regional;US;Michigan;45.07805556;-83.56027778;0
1033401;10334;APO;Apartado Airport;CO;;7.03333333;-77.2;0
1033502;10335;APR;April River Airport;PG;;-4.67638889;142.54;0
1033601;10336;APT;Marion County Brown Field;US;Tennessee;35.06055556;-85.58527778;0
1033703;10337;APV;Apple Valley Airport;US;California;34.57527778;-117.1861111;0
1033803;10338;APW;Faleolo International;WS;;-13.83;-172.0083333;0
1033907;10339;AQI;Hafr Al Batin;SA;;28.33611111;46.12694444;0
1034005;10340;AQJ;King Hussein International;JO;;29.61111111;35.01777778;0
1034205;10342;AQP;Rodriguez Ballon International;PE;;-16.34055556;-71.57083333;0
1034301;10343;AQS;Saqani Airport;FJ;;-16.75;179.35;0
1034405;10344;AQY;Girdwood Airport;US;Alaska;60.96888889;-149.1194444;0
1034503;10345;AR1;Russellville Regional;US;Arkansas;35.25916667;-93.0925;0
1034604;10346;AR2;Dennis F Cantrell Field;US;Arkansas;35.08111111;-92.42444444;0
1034703;10347;ARA;Acadiana Regional;US;Louisiana;30.03777778;-91.88388889;0
1034802;10348;ARB;Ann Arbor Municipal;US;Michigan;42.22305556;-83.74555556;0
1034902;10349;ARC;Arctic Village Airport;US;Alaska;68.11472222;-145.5794444;0
1035001;10350;ARD;Arcadia Municipal;ID;;-8.25;124.75;0
1035106;10351;ARE;Antonio/Nery/Juarbe Pol;US;Puerto Rico;18.45083333;-66.67555556;0
1035202;10352;ARG;Walnut Ridge Regional;US;Arkansas;36.12472222;-90.925;0
1035305;10353;ARH;Talagi;RU;;64.60027778;40.71666667;0
1035402;10354;ARI;Chacalluta;CL;;-18.34861111;-70.33861111;0
1035502;10355;ARK;Arusha Airport;TZ;;-3.36666667;36.62555556;0
1035602;10356;ARM;Armidale Airport;AU;;-30.52805556;151.6172222;0
1035702;10357;ARN;Arlanda;SE;;59.65194444;17.91861111;0
1035803;10358;ARP;Aragip Airport;PG;;-9.87333333;149.4830556;0
1035904;10359;ARQ;Arauquita Airport;CO;;7.02111111;-71.38888889;0
1036002;10360;ARS;Aragarcas Airport;BR;;-15.89944444;-52.24111111;0
1036105;10361;ART;Watertown International;US;New York;43.99194444;-76.01944444;0
1036205;10362;ARU;Aracatuba Airport;BR;;-21.14138889;-50.42444444;0
1036301;10363;ARV;Lakeland/Noble F. Lee Memorial Field;US;Wisconsin;45.92805556;-89.73083333;0
1036405;10364;ARW;Arad International;RO;;46.17666667;21.26194444;0
1036501;10365;ARX;Asbury Park/Monmouth County;US;New Jersey;40.18333333;-74.11666667;1
1036602;10366;ARY;Ararat Airport;AU;;-37.30944444;142.9886111;0
1036703;10367;ARZ;N'zeto Airport;AO;;-7.25888889;12.8625;1
